sku_id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,sale_price,item_group_id,pattern,product_type,google_product_category,age_group,gender,color,shipping_weight,shipping,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,merchant_brand
TA-PC-P05-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Leopard Carnival","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=128,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p05-leopard-carnival-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P05-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p05-leopard-carnival-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P05-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p05-leopard-carnival-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P05-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p05-leopard-carnival-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P05-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p05-leopard-carnival-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P05-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p05-leopard-carnival-pet-collar-kito-boutique-courtyard-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P05-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p05-leopard-carnival-pet-collar-kito-owner-boutique-courtyard-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P05-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Leopard Carnival","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P01-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Cobalt Mosaic","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=129,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p01-cobalt-mosaic-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P01-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p01-cobalt-mosaic-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P01-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p01-cobalt-mosaic-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P01-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p01-cobalt-mosaic-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P01-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p01-cobalt-mosaic-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P01-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p01-cobalt-mosaic-pet-collar-koba-coastal-path-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P01-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p01-cobalt-mosaic-pet-collar-koba-owner-coastal-cliff-path-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P01-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Cobalt Mosaic","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P08-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Midnight Tiles","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=130,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p08-midnight-tiles-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P08-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p08-midnight-tiles-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P08-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p08-midnight-tiles-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P08-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p08-midnight-tiles-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P08-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p08-midnight-tiles-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P08-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p08-midnight-tiles-pet-collar-miro-historic-courtyard-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P08-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p08-midnight-tiles-pet-collar-miro-owner-elegant-stone-colonnade-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P08-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Midnight Tiles","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P03-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Amber Sunrise","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=131,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p03-amber-sunrise-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P03-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p03-amber-sunrise-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P03-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p03-amber-sunrise-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P03-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p03-amber-sunrise-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P03-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p03-amber-sunrise-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P03-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p03-amber-sunrise-pet-collar-sola-garden-patio-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P03-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p03-amber-sunrise-pet-collar-sola-owner-floral-garden-patio-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P03-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Amber Sunrise","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P04-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Emerald Crosshatch","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=132,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p04-emerald-crosshatch-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P04-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p04-emerald-crosshatch-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P04-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p04-emerald-crosshatch-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P04-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p04-emerald-crosshatch-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P04-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p04-emerald-crosshatch-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P04-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p04-emerald-crosshatch-pet-collar-emri-urban-garden-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P04-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p04-emerald-crosshatch-pet-collar-emri-owner-modern-garden-terrace-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P04-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Emerald Crosshatch","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P06-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Indigo Patchwork","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=133,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p06-indigo-patchwork-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P06-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p06-indigo-patchwork-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P06-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p06-indigo-patchwork-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P06-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p06-indigo-patchwork-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P06-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p06-indigo-patchwork-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P06-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p06-indigo-patchwork-pet-collar-nilo-woodland-trail-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P06-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p06-indigo-patchwork-pet-collar-nilo-owner-woodland-hiking-trail-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P06-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Indigo Patchwork","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P02-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Lagoon Grid","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=134,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p02-lagoon-grid-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P02-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p02-lagoon-grid-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P02-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p02-lagoon-grid-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P02-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p02-lagoon-grid-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P02-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p02-lagoon-grid-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P02-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p02-lagoon-grid-pet-collar-nalo-park-walk-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P02-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p02-lagoon-grid-pet-collar-nalo-owner-lakeside-park-walk-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P02-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Lagoon Grid","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P07-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Festival Collage","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=135,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p07-festival-collage-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P07-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p07-festival-collage-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P07-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p07-festival-collage-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P07-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p07-festival-collage-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P07-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p07-festival-collage-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P07-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p07-festival-collage-pet-collar-viva-sunny-meadow-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P07-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p07-festival-collage-pet-collar-viva-owner-wildflower-meadow-picnic-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P07-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Festival Collage","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P10-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Zebra Ember","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=136,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p10-zebra-ember-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P10-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p10-zebra-ember-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P10-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p10-zebra-ember-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P10-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p10-zebra-ember-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P10-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p10-zebra-ember-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P10-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p10-zebra-ember-pet-collar-zebo-countryside-trail-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P10-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p10-zebra-ember-pet-collar-zebo-owner-countryside-trail-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P10-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Zebra Ember","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-PC-P09-50CM,"African Print Adjustable Dog Collar by TobiAkiode - Ember Geometry","African print adjustable dog collar with a plastic buckle closure, metal D-ring and 10 pattern choices. Designed for dogs only; measure before ordering.","in stock",new,"24.95 GBP",https://tobiakiode.com/shop/product/african-print-adjustable-dog-collar-by-tobiakiode/?selected=137,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/01-tobiakiode-p09-ember-geometry-pet-collar-pdp-main-hero-curved-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P09-50CM.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/05-tobiakiode-p09-ember-geometry-pet-collar-quick-release-buckle-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P09-50CM-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/02-tobiakiode-p09-ember-geometry-pet-collar-featured-merchant-main-full-length-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P09-50CM-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/03-tobiakiode-p09-ember-geometry-pet-collar-alternate-loop-full-view-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P09-50CM-4.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/04-tobiakiode-p09-ember-geometry-pet-collar-print-pattern-close-up-studio-white-v3.avif?format=jpg&ssl=1&filename=TA-PC-P09-50CM-5.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/07-tobiakiode-p09-ember-geometry-pet-collar-kairo-autumn-woodland-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P09-50CM-6.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/08/08-tobiakiode-p09-ember-geometry-pet-collar-kairo-owner-autumn-riverside-walk-lifestyle.avif?format=jpg&ssl=1&filename=TA-PC-P09-50CM-7.jpg",TobiAkiode,"22.95 GBP",FC-446890,"Ember Geometry","Pet Supplies > Dog Accessories > Dog Collars","Animals & Pet Supplies > Pet Supplies > Dog Supplies",,,Multicolour,"0.05 kg","GB:::3.49 GBP",dog-collars,sale-price-active,website-checkout,in-stock,fluentcart,TobiAkiode
TA-CF-GL-BK,"TobiAkiode Geometric Brass Cufflinks - Gold-tone / Black-corner logo","A matching pair of geometric cufflinks with blue-and-orange logo detail. 100% brass, gold, rose-gold, silver or gun-black finish, and black- or white-corner design. Presentation box included.","in stock",new,"49.00 GBP",https://tobiakiode.com/shop/product/geometric-cufflinks-tobiakiode/?selected=138,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-black-01-jewellery-studio-v3.avif?format=jpg&ssl=1&filename=TA-CF-GL-BK.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-black-02-jewellery-studio-v3.avif?format=jpg&ssl=1&filename=TA-CF-GL-BK-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-black-03-white-v2.avif?format=jpg&ssl=1&filename=TA-CF-GL-BK-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-black-04-white-v2.avif?format=jpg&ssl=1&filename=TA-CF-GL-BK-4.jpg",TobiAkiode,,FC-447182,"Gold-tone / Black-corner logo","Apparel & Accessories > Clothing Accessories > Lanyards","Apparel & Accessories > Clothing Accessories",adult,unisex,Multicolour,"0.05 kg","GB:::3.49 GBP",lanyards,standard-price,website-checkout,in-stock,fluentcart,TobiAkiode
TA-CF-GL-WH,"TobiAkiode Geometric Brass Cufflinks - Gold-tone / White-corner logo","A matching pair of geometric cufflinks with blue-and-orange logo detail. 100% brass, gold, rose-gold, silver or gun-black finish, and black- or white-corner design. Presentation box included.","in stock",new,"49.00 GBP",https://tobiakiode.com/shop/product/geometric-cufflinks-tobiakiode/?selected=139,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-white-01-jewellery-studio-v3.avif?format=jpg&ssl=1&filename=TA-CF-GL-WH.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-white-02-jewellery-studio-v3.avif?format=jpg&ssl=1&filename=TA-CF-GL-WH-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-white-03-white-v2.avif?format=jpg&ssl=1&filename=TA-CF-GL-WH-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-gold-tone-white-04-white-v2.avif?format=jpg&ssl=1&filename=TA-CF-GL-WH-4.jpg",TobiAkiode,,FC-447182,"Gold-tone / White-corner logo","Apparel & Accessories > Clothing Accessories > Lanyards","Apparel & Accessories > Clothing Accessories",adult,unisex,Multicolour,"0.05 kg","GB:::3.49 GBP",lanyards,standard-price,website-checkout,in-stock,fluentcart,TobiAkiode
TA-CF-RG-BK,"TobiAkiode Geometric Brass Cufflinks - Rose-gold-tone / Black-corner logo","A matching pair of geometric cufflinks with blue-and-orange logo detail. 100% brass, gold, rose-gold, silver or gun-black finish, and black- or white-corner design. Presentation box included.","in stock",new,"49.00 GBP",https://tobiakiode.com/shop/product/geometric-cufflinks-tobiakiode/?selected=140,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-rose-gold-tone-black-01-jewellery-studio-v3.avif?format=jpg&ssl=1&filename=TA-CF-RG-BK.jpg,"https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-rose-gold-tone-black-02-jewellery-studio-v3.avif?format=jpg&ssl=1&filename=TA-CF-RG-BK-2.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-rose-gold-tone-black-03-white-v2.avif?format=jpg&ssl=1&filename=TA-CF-RG-BK-3.jpg,https://i0.wp.com/tobiakiode.com/wp-content/uploads/2026/09/tobiakiode-cufflinks-rose-gold-tone-black-04-white-v2.avif?format=jpg&ssl=1&filename=TA-CF-RG-BK-4.jpg",TobiAkiode,,FC-447182,"Rose-gold-tone / Black-corner logo","Apparel & Accessories > Clothing Accessories > Lanyards","Apparel & Accessories > Clothing Accessories",adult,unisex,Multicolour,"0.05 kg","GB:::3.49 GBP",lanyards,standard-price,website-checkout,in-stock,fluentcart,TobiAkiode
